Idx,numbers,categorys,times,dates
53385,12,12,1,11
53389,12,12,1,11
53393,14,13,2,10
53394,17,14,1,12
53395,12,12,1,11
53397,13,13,2,11
53399,12,12,1,11
534,23,16,4,113
53400,10,10,2,9
53402,2,2,1,12
53403,12,12,1,12
53404,12,12,1,12
53406,12,12,1,11
53407,12,12,1,12
53408,12,12,1,23
53414,32,27,3,450
53415,12,12,1,16
53417,14,13,1,11
53419,12,12,1,11
53420,9,9,1,161
53423,17,15,3,18
53427,13,13,2,2
53429,14,13,1,10
53430,12,11,1,275
53432,9,9,1,11
53433,12,12,1,27
53436,12,12,1,10
53437,18,15,4,71
53443,12,12,1,70
53448,12,12,1,1
53449,10,10,1,10
5345,12,11,1,15
53450,13,13,2,2
53451,12,12,1,10
53452,13,13,1,10
53453,2,2,1,10
53459,21,18,3,4
53460,2,2,1,11
53461,12,12,1,11
53467,14,14,1,12
53470,13,13,1,10
53472,16,15,1,10
53478,13,13,1,5
53486,12,12,1,5
53487,13,13,2,0
53492,12,12,1,6
53495,12,12,1,6
53502,12,12,1,7
53504,9,9,1,7
53508,12,12,1,7
53512,15,14,2,7
53513,12,12,1,20
53517,12,12,1,10
53518,12,12,1,8
53519,12,12,1,7
53522,12,12,1,7
53525,12,12,1,7
53527,11,11,1,7
53530,14,13,1,7
53532,12,11,2,215
53533,12,12,1,10
53535,12,12,1,10
53536,12,12,1,7
53537,12,12,1,7
53538,12,12,1,7
53545,15,13,1,7
53546,15,15,1,7
53547,12,12,1,7
53549,12,12,1,11
53553,26,13,2,78
53554,12,12,1,10
53555,14,13,1,7
53559,16,16,2,7
53564,12,12,1,10
53565,16,14,2,340
53566,13,10,1,8
53567,14,13,2,11
53568,16,13,2,6
53573,12,12,1,10
53574,12,12,1,7
53577,12,12,1,7
53579,12,12,1,17
53581,12,12,1,9
53584,12,12,1,10
53588,2,2,1,10
53589,12,12,1,10
53593,12,12,1,4
53597,12,12,1,10
53599,23,16,1,2
53603,26,14,2,4
53605,14,14,1,10
53607,12,12,1,11
53608,13,13,2,13
53609,15,14,2,406
53610,21,18,3,32
53612,14,14,1,10
53613,15,13,1,2
53615,12,12,1,10
53626,13,12,2,7
53628,13,13,1,11
5363,13,13,2,48
53630,13,12,3,164
53631,12,12,1,7
53634,12,12,1,11
53639,18,15,2,10
53641,12,12,1,25
53642,12,12,1,53
53643,13,13,1,10
53644,12,12,1,1
53646,12,12,1,11
53651,13,13,1,11
53653,15,13,3,8
53654,19,15,1,11
53661,18,15,2,10
53665,14,13,1,11
53668,12,12,1,11
5367,25,17,3,1
53676,12,12,1,4
5368,11,11,1,9
53680,21,18,2,2
53687,12,12,1,11
53695,16,13,2,255
53698,17,15,2,11
53707,12,11,1,233
53712,13,13,1,7
53715,13,13,2,10
53718,12,12,1,11
53719,12,12,1,1
53720,11,11,1,1
53723,14,14,2,10
53726,13,13,1,11
53728,13,13,1,11
53731,13,13,1,11
53733,12,12,1,11
53734,2,2,1,11
53740,14,13,2,54
53742,13,13,1,5
53743,12,12,1,11
5375,12,11,1,5
53750,17,13,3,2
53751,16,15,3,204
53752,12,12,1,11
53753,14,14,2,2
53759,12,12,1,31
5376,14,12,2,48
53764,13,12,1,2
53766,17,15,2,10
53767,12,12,1,11
53772,12,12,1,12
53778,12,12,1,12
5378,12,11,1,5
53780,7,7,2,10
53781,12,12,1,11
53785,16,13,2,8
53795,12,12,1,11
53796,17,13,2,6
53802,12,12,1,12
53804,12,12,1,11
53810,17,15,3,13
53814,19,14,2,20
53818,15,12,3,43
5382,11,11,1,11
53821,12,12,1,12
53823,12,12,1,12
53824,12,12,1,11
53825,2,2,1,12
53828,12,12,1,12
53831,13,13,1,12
53832,12,12,1,2
53834,12,12,1,11
53836,12,12,1,12
53838,21,15,2,3
53839,12,12,1,12
53841,17,15,2,79
53844,13,13,1,12
53846,14,13,2,4
53847,13,13,1,1
53849,12,12,1,12
53850,12,12,1,12
53856,12,12,1,7
53857,2,2,1,12
53860,12,12,1,18
53865,12,12,1,12
53866,12,12,1,12
53867,16,15,2,67
53870,2,2,1,11
53877,12,12,1,12
53885,14,14,2,12
53887,15,15,1,12
53889,7,7,2,16
53890,12,12,1,12
53894,13,13,2,10
5390,15,13,2,5
53900,14,13,2,1
53904,12,12,1,11
53905,16,14,2,6
53909,14,13,1,11
5391,14,12,3,3
53910,2,2,1,11
53912,12,12,1,12
53913,2,2,1,11
53921,14,13,1,12
53922,15,14,1,21
53923,12,12,1,11
53927,14,14,2,12
53928,12,12,1,11
5393,10,9,1,12
53930,14,13,2,11
53933,2,2,1,11
53938,12,12,1,12
5394,10,9,1,8
53940,12,12,1,11
53942,12,12,1,12
53946,12,12,1,11
53947,9,9,1,11
53949,12,12,1,12
5395,14,13,2,11
53959,22,12,5,1
53960,12,12,1,12
53963,12,12,1,11
53964,13,13,2,97
53970,12,12,1,12
53973,25,18,3,19
53975,2,2,1,12
53976,12,12,1,12
53979,46,9,2,118
53981,12,12,1,11
53982,14,13,2,10
53986,12,12,1,23
5399,11,11,1,32
53990,19,13,2,12
53991,22,16,2,16
53992,12,12,2,214
53999,13,13,2,12
54,14,11,3,0
5400,10,9,1,13
54003,12,12,1,12
54004,24,12,1,12
54007,12,12,1,1
54009,13,13,1,1
54014,15,15,2,0
54016,12,12,1,11
54018,13,13,2,96
5402,10,9,1,14
54026,12,12,1,12
54027,13,13,2,12
5403,11,11,1,65
54031,12,12,1,12
54040,12,12,1,48
54041,15,14,2,12
54048,12,12,1,12
54052,12,12,1,10
54053,2,2,1,12
54055,12,12,1,12
54059,12,12,1,16
54060,17,13,1,12
54064,12,12,1,12
54070,12,12,1,1
54076,13,13,2,17
54077,13,12,1,2
54079,12,12,1,12
54080,12,12,1,13
54091,12,12,1,12
54096,12,12,1,13
54099,13,13,1,13
54102,15,14,2,12
54106,12,12,1,2
54107,12,12,1,76
54108,12,12,1,12
54109,2,2,1,12
54111,7,7,2,2
54114,12,12,1,12
54115,15,14,3,18
54117,17,12,5,404
5412,11,10,2,2
54120,14,14,2,34
54123,12,12,1,12
54125,12,12,1,12
54126,17,16,3,0
54127,12,12,1,13
54129,12,12,1,12
5413,16,13,3,11
54130,12,12,1,12
54131,12,12,1,12
54135,12,12,1,15
54137,12,12,1,12
54139,2,2,1,12
54144,12,12,1,12
54145,12,12,1,12
54146,12,12,1,12
54158,13,13,2,29
54159,13,13,1,12
5416,15,13,1,20
54165,12,12,1,13
54169,12,12,1,12
54170,12,12,1,12
54172,14,13,1,12
54180,13,13,2,8
54181,2,2,1,7
54182,14,13,1,13
54187,13,13,2,10
54189,5,4,2,12
54192,12,12,1,12
542,17,12,4,3
54201,13,13,1,4
54202,12,12,1,32
54203,12,12,1,12
54207,15,15,2,6
5421,11,10,1,11
54211,12,12,1,12
54212,12,12,1,13
54214,12,12,1,12
54215,12,12,1,13
54216,12,12,1,13
54217,12,12,1,13
54220,15,15,1,12
54221,5,4,2,7
54227,2,2,1,13
54232,11,11,1,27
54233,22,16,1,2
54234,9,9,1,200
54237,12,12,1,13
54238,12,12,1,1
54243,15,15,2,14
54252,12,12,1,13
54254,13,13,2,3
54256,13,13,1,14
54258,13,13,2,14
54259,12,12,1,14
54261,12,12,1,13
54262,13,13,1,13
54263,12,12,1,26
54264,14,14,1,65
5427,12,8,1,16
54273,24,11,5,5
54275,13,13,1,13
54277,12,12,1,13
54282,2,2,1,13
54284,9,9,1,195
54285,13,13,1,13
54286,14,13,1,13
54289,17,16,2,5
54290,12,12,1,9
54291,14,13,1,41
54293,4,2,1,13
54294,12,12,1,15
543,21,12,4,16
5430,12,11,1,11
54302,12,12,1,13
54304,12,12,1,13
54305,12,12,1,13
54313,12,12,1,14
54317,2,2,1,13
54321,12,12,1,13
54326,13,13,1,5
54328,18,14,2,8
54330,15,15,2,9
54334,13,13,2,1
5434,13,10,1,11
54342,12,12,1,13
54343,16,15,2,13
54350,2,2,1,14
54353,11,11,1,14
54354,25,18,3,1
54355,12,12,1,13
54356,12,12,1,18
54359,2,2,1,14
5436,14,13,3,6
54360,20,17,3,594
54361,2,2,1,14
54362,12,12,1,2
54366,12,12,1,13
54372,2,2,1,14
54373,12,12,1,14
54376,12,12,1,14
54381,12,12,1,14
54382,16,14,2,0
54385,2,2,1,13
54386,12,12,1,13
54387,10,10,2,12
54395,2,2,1,14
54397,14,13,2,14
54401,2,2,1,14
54406,12,12,1,13
54407,12,12,1,12
5441,10,9,1,10
54417,15,13,2,47
54419,16,13,2,5
54420,12,12,1,13
54422,12,12,1,13
54425,13,13,1,13
54428,12,12,1,23
54429,12,12,1,13
54431,12,12,1,13
54433,17,16,2,7
54440,13,13,1,13
54442,12,12,1,1
54446,13,13,1,13
54449,15,14,2,98
54458,12,12,1,13
54464,12,12,1,13
54467,12,12,1,13
54471,9,9,1,13
54475,12,12,1,13
54476,2,2,1,13
54480,23,18,4,151
54481,14,13,2,47
54483,15,13,1,13
54485,12,12,1,13
54489,2,2,1,14
54494,2,2,1,13
54495,14,13,1,13
5450,12,11,2,17
54500,12,12,1,13
54501,12,12,1,13
54506,12,12,1,14
5451,11,10,2,0
54510,12,12,1,14
54511,20,17,2,92
54512,2,2,1,13
54513,14,14,1,13
54515,2,2,1,21
54522,14,14,2,12
54524,12,12,1,13
54525,12,12,1,13
54529,12,12,1,13
5453,10,9,1,8
54534,2,2,1,13
54535,12,12,1,13
54537,17,14,2,0
54539,29,20,1,0
5454,10,9,1,11
54542,16,15,1,4
54543,12,12,1,41
54544,12,12,1,13
54545,12,12,1,16
54546,3,3,2,12
54551,13,13,2,0
54552,12,12,1,14
54554,12,12,1,13
54555,12,12,1,13
54557,2,2,1,14
54560,13,13,1,14
54562,13,13,1,0
54563,12,12,1,18
54565,12,12,1,13
54566,12,12,1,13
54570,12,12,1,13
54571,12,12,1,16
54574,12,12,1,13
54576,2,2,1,28
54579,13,12,1,13
54583,13,13,2,38
54586,12,12,1,14
54588,12,12,1,14
54589,2,2,1,13
54593,12,12,1,14
54594,9,9,2,16
54596,12,12,1,14
54597,14,13,1,13
54598,16,14,2,12
54599,10,10,2,13
54603,2,2,1,13
54604,2,2,1,14
54610,14,13,2,0
54611,12,12,1,13
54614,2,2,1,12
54619,15,14,2,6
54622,12,12,1,13
54629,13,13,1,18
54630,12,12,1,8
54631,12,12,1,14
54637,13,10,1,4
5464,13,11,2,11
54645,13,10,1,6
54646,13,13,2,2
54647,12,12,1,14
54648,12,12,1,14
54650,15,15,2,12
54652,13,13,1,14
54658,12,12,1,10
5466,10,9,1,13
54661,2,2,1,18
54662,14,14,2,12
54663,2,2,1,15
54667,12,12,1,14
54669,2,2,1,15
5467,14,13,4,1
54672,13,13,1,14
54676,4,4,2,11
54678,13,13,2,7
54681,22,13,3,5
54682,14,13,2,13
54684,12,12,1,14
54686,15,13,1,2
54688,12,12,1,14
54691,12,12,1,14
54692,12,12,1,4
54693,12,12,1,15
54698,16,15,3,17
54703,2,2,1,15
54705,12,12,1,19
54706,12,12,1,15
54707,12,12,1,14
54708,12,12,1,2
5471,10,9,1,11
54711,12,11,2,136
54714,12,12,1,13
54715,12,12,1,27
54718,12,12,1,13
5472,15,14,1,255
54723,2,2,1,14
54724,16,13,1,13
54731,12,12,1,5
54732,2,2,1,14
54735,24,20,3,4
54738,12,12,1,14
54739,14,14,2,15
54741,13,13,2,12
54743,12,12,1,14
54747,12,12,1,17
54749,12,12,1,13
54750,12,12,1,56
54754,10,10,2,12
54757,13,13,1,14
54758,12,12,1,14
54762,12,12,2,8
54765,12,12,1,14
54766,12,12,1,13
54768,12,12,1,15
54773,12,12,1,15
54780,12,12,1,15
54782,10,10,2,13
54784,14,13,1,14
54785,2,2,1,14
54787,12,11,2,141
54789,12,12,1,14
54790,12,12,1,13
54791,13,13,2,24
54792,8,8,2,13
54793,12,12,1,24
54794,13,13,2,1
54797,16,13,1,2
5480,9,9,2,11
54801,14,13,2,13
54805,2,2,1,14
54806,12,12,1,14
54809,12,12,1,14
5481,12,11,1,14
54811,16,13,1,176
54812,12,12,1,2
54814,12,12,1,14
54816,12,12,1,14
54817,12,12,1,13
54818,27,20,1,9
54819,12,12,1,14
54820,14,11,1,1
54824,12,12,1,14
54826,12,12,1,14
54827,12,12,1,49
54828,13,13,1,14
54830,11,11,1,248
54832,12,12,1,18
54833,12,12,1,14
54834,12,12,1,13
54836,12,12,1,14
54839,13,13,1,14
5484,21,14,4,16
54841,12,12,1,14
54842,14,13,1,15
54844,12,12,1,30
54846,15,15,1,15
54847,2,2,1,14
54850,12,12,1,15
54852,15,13,2,37
54856,16,15,1,374
54861,12,12,1,15
54866,12,12,1,14
5487,19,12,3,0
54872,13,13,2,12
54874,13,13,1,14
54877,13,13,1,15
54879,12,12,1,15
54881,12,12,1,14
54885,16,14,3,2
54886,15,15,2,23
54889,15,14,3,5
54895,13,13,1,14
54896,14,13,1,15
54898,16,13,1,1
5490,10,9,1,6
54916,12,12,1,6
54922,2,2,1,16
54928,16,15,1,14
54929,12,12,1,14
5493,21,12,4,5
54931,12,12,1,14
54932,12,12,1,14
54936,12,12,1,16
54937,14,13,1,3
54940,15,14,2,10
54943,12,12,1,5
54950,17,16,3,22
54952,12,12,1,14
54955,12,12,1,14
5496,17,11,1,6
54962,12,12,1,14
54964,14,14,2,14
54965,17,13,3,7
54966,12,12,1,12
54967,12,12,1,5
54971,12,12,1,14
54972,12,12,1,14
54976,12,12,1,14
5498,6,6,1,5
54985,12,12,1,14
54986,2,2,1,14
54987,12,12,1,17
5499,10,9,1,10
54990,12,12,1,14
54991,15,14,2,4
54995,12,12,1,14
54997,12,12,1,17
54999,13,13,1,43
55,16,12,3,250
550,11,11,1,7
55003,15,13,2,111
5501,15,14,1,8
55011,15,13,2,14
55013,12,12,1,81
55016,25,13,1,14
55019,13,13,1,14
55024,15,15,2,1
55025,15,15,2,4
55028,12,12,1,14
55029,12,12,1,14
55035,12,12,1,14
55037,12,12,1,14
5504,11,11,1,18
55044,13,12,1,14
55047,12,12,1,14
5505,19,10,1,7
55054,14,14,2,14
5506,10,9,1,12
55061,12,12,1,11
55062,12,12,1,14
55068,12,12,1,14
55072,2,2,1,14
55073,13,13,1,14
55078,12,12,1,14
55082,14,14,2,14
55083,12,12,1,74
55085,13,13,1,14
55098,12,12,1,14
551,15,11,2,6
5510,11,10,2,2
55106,12,12,1,15
5511,13,12,2,8
55115,12,12,1,12
55116,12,12,1,14
55117,7,7,2,26
55118,14,13,2,2
5512,12,12,2,2
55121,12,12,1,74
55122,12,12,1,15
55124,14,13,2,14
55129,13,13,1,12
55130,14,13,2,16
55132,12,12,1,14
55133,13,10,3,4
55136,12,9,1,35
5514,4,2,2,145
55140,12,12,1,18
55141,18,14,2,2
55143,15,14,2,29
55145,12,9,1,3
55149,13,13,1,14
55150,13,13,2,4
55154,12,12,1,18
55155,12,12,1,44
55157,12,12,1,14
55159,2,2,1,14
55160,12,12,1,14
55163,12,12,1,14
55167,12,12,1,49
55168,12,12,1,14
5517,13,12,2,23
55171,12,12,1,15
55174,2,2,1,14
55176,13,13,1,3
5518,12,11,1,19
55184,13,13,1,14
55188,13,11,2,13
55192,17,14,2,12
55194,12,12,1,14
55195,12,12,1,15
55199,46,16,2,259
55200,2,2,1,14
55202,14,11,1,4
55204,12,12,1,15
55208,12,12,1,14
55210,18,17,2,118
55214,21,16,2,7
55215,12,12,1,6
55219,12,12,1,14
5522,16,13,2,4
55225,18,11,1,2
55226,13,12,1,52
5523,20,11,8,31
55230,12,12,1,14
55232,21,14,3,104
55233,13,13,2,34
55235,12,12,1,4
55236,12,12,1,12
55237,12,12,1,8
5524,12,11,2,27
55241,2,2,1,13
55244,12,12,1,14
55245,14,13,1,89
55246,12,12,1,11
55259,2,2,1,14
5526,12,11,2,19
55261,2,2,1,14
55275,12,12,1,57
55276,14,13,3,96
5528,10,9,2,12
55283,12,12,1,14
55284,12,12,1,4
55285,12,12,1,17
55288,13,10,1,6
55289,13,13,1,18
55290,16,14,3,2
55291,13,13,2,32
55292,14,14,2,41
55296,12,12,1,14
553,20,12,4,24
55300,12,12,1,30
55302,12,12,1,14
55305,12,12,1,85
55306,13,13,1,14
55309,14,14,2,4
55310,13,12,1,49
55314,18,13,3,19
55316,13,13,1,11
55318,2,2,1,14
55319,2,2,1,14
55325,19,17,2,37
55326,31,17,2,45
5533,10,9,1,13
55331,12,12,1,14
55332,12,12,1,9
55336,13,13,1,14
55338,27,15,6,15
5534,10,10,2,2
55340,15,15,2,1
55341,12,12,1,14
55343,18,14,3,246
55350,13,13,1,9
55351,12,12,1,15
55356,3,2,2,10
55357,12,12,1,15
5536,12,11,1,16
55363,9,9,2,13
55367,10,9,2,178
55368,12,9,2,13
55371,14,13,2,14
55378,12,12,1,5
55383,12,12,1,14
55384,2,2,1,15
55386,13,13,2,14
55388,24,12,1,36
55390,12,12,1,11
55391,3,3,2,10
55392,12,12,1,10
55393,15,15,2,14
55394,12,12,1,74
55396,9,9,1,135
55398,13,13,1,13
5540,17,17,3,11
55400,12,12,1,14
55403,13,13,2,10
55404,2,2,1,13
55408,12,12,1,65
55409,2,2,1,10
55419,12,9,1,22
5542,9,9,1,5
55422,12,12,1,14
55425,15,12,1,4
5543,11,10,1,12
55437,12,12,1,56
55438,14,13,1,2
55443,27,16,3,3
55444,12,12,1,7
55451,18,15,2,15
55452,13,13,2,14
55463,12,12,1,68
55464,9,9,1,159
55466,8,8,1,124
55467,13,13,1,14
5547,10,9,1,8
55471,3,3,2,14
55475,15,14,2,12
55476,9,9,1,139
55479,12,12,1,14
55487,13,13,2,7
5549,9,9,1,8
55490,12,12,1,3
55492,12,12,1,14
55493,12,12,1,10
55504,2,2,1,14
55505,12,12,1,14
55506,8,8,1,123
55508,13,13,2,2
55512,13,13,2,9
55517,12,12,1,14
55518,12,12,1,14
55525,27,18,3,10
55527,15,14,2,14
5553,10,9,1,8
55531,12,12,1,48
55532,27,17,2,3
55535,23,15,4,121
55538,12,12,1,4
55539,18,14,3,45
55540,12,12,1,15
55541,17,13,3,9
55542,16,16,3,14
55546,12,12,1,4
55547,13,12,1,4
55550,12,12,1,29
55558,13,13,1,16
55559,11,11,1,106
55565,12,12,1,12
55567,12,12,1,14
55569,12,12,1,31
55572,14,14,2,15
55574,12,12,1,13
55578,12,12,1,14
55582,12,12,1,15
55583,13,13,1,10
5559,10,9,1,11
55590,3,3,2,6
55591,12,12,1,36
55592,12,12,1,7
55595,12,12,1,14
55600,9,9,2,7
55604,12,12,1,14
55608,12,12,1,14
55612,15,14,2,1
55615,32,21,4,4
55616,20,14,4,24
55618,12,12,1,14
55634,12,12,1,14
55641,12,12,1,8
55646,12,12,1,14
55648,12,12,1,15
55653,12,12,1,14
55655,12,12,1,13
55658,12,12,1,14
55660,13,12,2,33
55663,12,12,1,13
55681,12,12,1,14
55682,12,12,1,3
55683,12,12,1,14
55684,18,18,3,8
5569,10,9,2,7
55691,12,12,1,22
55693,12,12,1,86
55695,15,13,2,26
55700,15,14,2,11
55701,12,12,1,30
55704,2,2,1,4
55705,12,10,2,6
55706,13,13,2,7
55707,2,2,1,14
55709,13,13,1,3
55710,25,16,4,4
55716,13,13,2,3
55726,11,11,1,274
55732,12,12,1,15
55738,12,12,1,20
55739,13,13,1,14
5574,29,19,2,3
55741,14,13,1,14
55743,13,13,1,2
55748,12,12,1,49
55749,12,12,1,22
55752,9,8,1,7
55759,14,14,1,14
55770,19,16,4,14
55776,13,13,2,12
55777,13,13,1,41
55778,12,12,1,14
55782,17,14,2,14
55787,15,15,1,15
55788,12,12,1,9
55794,12,12,1,5
55799,13,13,1,22
55802,12,12,1,15
55808,12,12,1,24
55813,13,13,1,15
55814,14,14,2,12
55816,13,13,1,52
55818,9,9,1,152
55823,12,12,1,15
55825,17,13,2,12
55826,12,12,1,15
55828,12,12,1,14
55830,14,14,2,7
55831,12,12,1,28
55833,12,12,1,15
55838,10,9,2,9
55848,12,12,1,15
5585,13,13,3,16
55855,14,13,1,14
55860,18,16,2,9
55862,15,9,4,14
55871,15,13,1,9
55873,12,12,1,15
55876,18,17,3,6
55879,12,12,1,14
5588,10,9,1,4
55881,14,14,3,5
55887,12,12,1,9
55894,14,14,2,7
55897,12,12,1,15
55901,2,2,1,14
55903,12,12,1,15
55907,2,2,1,14
55909,2,2,1,13
55912,7,7,2,14
55914,12,12,1,14
55917,16,15,1,13
55918,22,17,4,75
55919,12,12,1,3
55921,12,12,2,0
55924,12,12,1,14
55928,21,18,3,6
55929,12,12,1,13
5593,9,9,1,10
55930,19,18,2,4
55932,17,14,1,2
55936,17,15,2,14
5594,12,10,4,7
55942,12,12,1,14
55944,12,12,1,14
55951,12,12,1,14
55952,14,13,1,52
55955,12,12,1,8
55957,12,12,1,14
55958,6,5,3,7
55960,12,12,1,13
55966,12,12,1,2
55968,12,12,1,57
55970,13,13,1,1
55975,12,12,1,14
55977,13,13,1,14
5598,9,9,1,9
55986,12,12,1,3
5599,9,9,1,10
55992,16,16,3,46
55997,12,12,1,14
55999,15,14,2,8
56,8,7,1,7
560,12,11,1,35
56000,13,13,1,14
56001,2,2,1,13
56002,12,12,1,46
56003,12,12,1,13
56004,12,12,1,62
56010,12,12,1,9
56012,12,12,1,14
56013,12,12,1,8
56016,12,12,1,14
56020,12,12,1,76
56024,13,13,1,14
5603,19,13,3,15
56032,12,12,1,13
5604,9,9,1,12
56040,2,2,1,23
56041,13,12,2,2
56043,12,12,1,15
56044,12,12,1,14
56045,12,12,1,13
56048,13,13,2,6
56050,12,12,1,14
56051,13,13,1,14
56056,12,12,1,8
56057,11,11,1,261
5606,19,14,2,14
56060,12,12,1,25
56061,13,13,1,14
56064,2,2,1,15
56068,2,2,1,14
56069,14,14,2,20
5607,10,9,1,7
56070,12,12,1,22
56082,10,9,2,13
56085,12,12,1,14
56091,12,12,1,14
56092,12,12,1,1
56093,2,2,1,15
56097,12,12,1,14
56098,12,12,1,14
56103,16,14,3,38
56104,12,12,1,12
56106,17,13,2,696
56109,16,13,1,15
5611,22,15,4,4
56110,12,12,1,14
56112,2,2,2,7
56114,12,12,1,27
56115,12,12,1,49
5612,15,12,1,3
56122,13,13,2,22
56123,12,12,1,4
5613,11,10,2,6
56135,12,12,1,14
56136,12,12,1,15
56138,13,13,1,8
5614,9,9,1,6
56144,12,12,1,16
56147,12,12,1,8
56149,12,12,1,15
56152,17,17,1,2
56153,14,12,1,14
56155,12,12,1,8
5616,10,9,1,13
56160,19,17,3,47
56161,15,13,1,8
5617,10,9,1,6
56173,12,12,1,13
56176,2,2,1,16
56184,13,13,2,25
56185,14,14,2,2
56186,12,12,1,15
5619,10,9,1,6
56190,24,12,1,2
56191,12,12,1,15
56193,12,12,1,8
56194,12,12,1,14
56199,18,15,2,27
562,14,11,3,34
5620,9,9,1,11
56201,11,11,1,87
56204,9,9,1,20
56206,23,16,3,12
56209,13,13,1,8
5621,10,9,1,12
56215,13,13,2,5
56216,12,12,1,8
56221,13,13,1,14
56223,2,2,1,15
56225,12,12,1,15
56227,12,12,1,25
5623,13,12,2,4
56239,10,10,2,14
56241,14,14,1,22
56243,13,12,1,15
56251,12,12,1,15
56260,12,12,1,15
56261,12,12,1,14
56262,12,12,1,61
56272,12,12,1,15
56274,12,12,1,15
5628,9,9,1,9
56281,14,14,3,16
56287,12,12,1,8
56289,2,2,1,14
56292,12,12,1,15
56293,12,12,1,35
56295,12,12,1,15
56299,12,12,1,15
563,17,13,4,2
56302,12,12,1,24
56303,12,12,1,108
56305,12,12,1,8
56312,2,2,1,15
56316,16,14,2,212
56318,2,2,1,15
56329,2,2,1,14
56331,17,15,3,47
56334,14,14,2,4
56335,12,12,1,14
56338,13,12,2,13
5634,10,10,1,5
56343,2,2,1,14
56344,12,12,1,14
56349,12,12,1,14
5635,10,9,1,9
56352,24,16,3,9
56356,8,8,2,24
5637,13,11,1,3
56371,12,12,1,25
56372,15,14,2,4
56376,12,12,1,20
56380,2,2,1,13
56382,13,13,2,14
56386,9,9,1,14
56387,12,12,1,13
5639,9,9,1,12
56396,12,12,1,7
56400,12,12,1,13
56401,12,12,1,14
56404,12,12,1,13
56405,10,10,1,13
56408,12,12,1,14
56409,17,15,1,2
56411,12,12,1,14
56420,13,13,2,18
56426,36,21,4,24
56433,12,12,1,14
56435,13,12,1,14
56441,12,12,1,33
56442,12,12,1,88
56443,16,15,2,17
56444,12,12,1,13
56448,12,12,1,5
56453,14,14,2,6
56455,12,12,1,82
56459,17,15,2,14
56460,13,13,1,15
56466,15,15,2,30
56468,11,11,2,78
56469,12,12,1,15
56470,2,2,1,15
56471,12,12,1,15
56476,14,13,2,11
56478,12,12,1,15
56482,12,12,1,15
56483,7,7,1,15
56485,12,12,1,5
56486,10,10,2,13
5649,11,9,2,5
56490,12,12,1,15
56494,14,13,1,13
56500,12,12,1,27
56501,12,12,1,15
56502,12,12,1,15
56503,14,14,1,15
56505,18,15,2,13
56510,15,11,3,313
56514,12,12,1,14
56517,13,13,1,14
56519,12,12,1,15
56523,9,9,2,13
56525,12,12,1,13
56526,12,12,1,13
56528,11,11,1,246
56530,2,2,1,13
56538,3,3,2,6
56539,13,13,1,15
5654,38,18,5,135
56541,17,15,2,12
56546,15,15,3,106
56553,12,12,1,15
56560,12,12,1,15
56561,13,13,2,7
56572,12,12,1,13
56573,13,13,1,20
56576,15,13,2,681
56577,12,12,1,13
56582,12,12,1,13
56583,12,12,1,13
56586,15,15,1,15
56594,12,12,1,13
56596,12,12,1,27
56598,12,12,1,15
56599,14,13,2,0
5660,11,11,2,11
56606,12,12,1,13
56607,13,13,1,10
56608,2,2,1,7
56609,15,12,3,8
56610,12,12,1,24
56613,2,2,1,13
56615,13,13,2,14
56618,12,12,1,15
56627,12,12,1,28
56628,11,11,1,235
56630,15,13,2,34
56632,12,12,1,24
56637,28,13,3,6
56639,12,12,1,15
5664,12,11,1,25
56642,12,12,1,24
56643,12,12,1,13
56649,12,12,1,15
56653,13,13,2,2
56657,12,12,1,15
56659,12,12,1,24
56660,12,12,1,29
56669,12,12,1,15
56675,13,12,2,15
56678,22,16,3,0
56680,12,12,1,15
56684,12,12,1,7
56686,16,14,2,39
56688,13,12,1,13
56689,12,12,1,15
56692,13,13,1,13
56694,12,12,1,15
56695,12,12,1,15
56696,12,12,1,15
56698,10,10,2,15
567,12,12,1,6
56701,13,13,2,60
56702,14,13,2,14
56705,13,13,2,15
56708,12,12,1,60
5671,14,12,2,14
56711,12,12,1,13
56713,14,14,2,3
56714,13,13,2,4
56716,12,12,1,15
56719,14,14,2,2
5672,15,10,2,6
56724,26,13,4,7
56725,12,12,1,15
56728,11,8,2,0
56733,14,14,2,162
56740,12,12,1,15
56741,12,12,1,13
56743,13,13,2,8
56746,13,13,1,4
56747,10,9,1,216
56748,12,12,1,15
5675,11,9,1,11
56750,23,16,3,4
56755,11,11,2,1
56756,12,12,1,20
56758,12,12,1,15
5676,9,9,1,3
56761,12,12,1,8
56764,12,12,1,13
56768,12,12,1,39
5677,9,9,1,12
56775,12,12,1,13
56776,12,12,1,15
56778,12,12,1,15
56779,12,12,1,7
5678,9,9,1,11
56780,12,12,1,7
56781,11,11,1,15
56782,18,13,4,12
56783,14,13,2,2
56785,12,12,1,15
56789,29,19,5,68
56791,12,12,1,14
56793,12,12,1,12
56794,20,17,3,2
56795,12,12,1,14
56799,12,11,2,43
568,15,12,4,7
5680,10,9,1,5
56806,12,12,1,2
56807,12,12,1,14
56808,12,12,1,14
56811,12,12,1,14
56812,12,12,1,12
56816,13,13,1,14
5682,10,9,1,8
56820,13,13,2,76
56821,13,13,2,25
5683,11,10,2,4
56833,2,2,1,12
56836,12,12,1,12
56838,2,2,1,12
56839,13,13,1,91
56841,12,12,1,14
56844,14,13,2,27
56847,15,14,3,10
